source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,rpgeo
1945040536304331264,357.81685883783246,51.96531031518604,2.5618755239072586,10.7064581,19.0309429,20.868679,17.7531433,3.11553574,381.207489
5888584026124548736,232.1371791858957,-53.10584073344918,0.9082837027925978,10.0929356,17.4189377,18.2004337,16.5127888,1.68764496,1141.69592
6058271342057452416,185.27750060435272,-60.38773474951085,0.5060372034298034,11.0450182,16.4514923,16.9472828,15.7759352,1.17134762,1950.79346
2966655063785342976,88.97888297198605,-18.86606171971268,0.9861564118604684,30.6888123,15.7514696,16.1813259,15.1524677,1.02885818,971.069092
4249298088406429056,304.7181596349964,5.629194777179699,0.618101515093626,21.9669533,14.8756361,15.378603,14.2094107,1.16919231,1529.36047
4461093955252631808,250.8553679783901,13.705476020599932,0.3788987754166761,10.3073788,16.0107021,16.4345264,15.4166365,1.01788998,2550.20923
4277928439188855680,275.212816372605,2.7515083227898485,0.1887940922500243,12.1097746,13.4812202,14.7981491,12.367425,2.43072414,4327.83203
5852897039811959680,215.8750059721216,-64.18724634421655,0.2780797298125826,10.5066261,15.241169,15.6556406,14.6426249,1.01301575,3161.33325
5993965171880070144,244.8524524917813,-40.112175777176326,5.610214798061482,37.3446274,17.9279213,19.9867725,16.5556908,3.43108177,175.450119
2164419322532197120,318.3547569075015,47.13390643546286,0.3290060066998677,11.9618177,15.7107754,16.0255833,15.2020712,0.823512077,2771.86841
3361957467094714880,109.634807907797,17.23898999902204,0.9043627484805592,20.5577946,16.0703583,16.6016312,15.383296,1.21833515,1039.67322
1987257251626498816,335.8914722489943,47.32327151851765,0.3756529569362255,16.5872498,14.9700708,15.2850552,14.4832497,0.801805496,2407.34985
2913455301053789056,93.98828638616708,-23.354075261918204,12.060423843359116,52.4345169,16.445755,,,,
3454280469184897408,87.00399710726984,33.101603298379686,0.3571940823056461,15.9195318,14.2484827,14.9742327,13.4157448,1.55848789,2514.74829
2643999425244574976,350.461553924909,-0.9356749341793684,3.2937401878124777,39.9094086,17.1282253,18.4965668,15.9822159,2.51435089,298.622101
1428677101003597440,246.7702249597518,55.14933952398011,1.670187958946171,155.646179,13.5456314,13.9353523,12.9928846,0.94246769,590.415527
5623995898703783552,136.32531535195807,-36.06801229212187,0.3328937602228843,10.1517916,15.9648619,16.7342243,15.1045952,1.62962914,2804.96045
6276522549036590336,216.03217851802864,-22.17459808885767,3.667528414406164,51.8118782,16.7152443,17.895401,15.6437368,2.25166416,270.872467
5840459845249915904,197.80567422970552,-71.83425300763002,0.877629146369368,26.9539452,16.0568142,16.5925655,15.3418198,1.25074577,1110.45935
