set,hjd,mag
0,2456650.402399,10.70648
0,2456650.407809,10.71444
0,2455570.312084,10.67326
0,2457011.363255,10.73093
0,2457011.366031,10.72411
0,2457011.373132,10.73972
0,2457011.375711,10.74008
0,2457011.387416,10.73809
0,2457011.390158,10.74507
0,2457011.418563,10.73547
0,2456951.525305,10.72103
0,2456951.527723,10.72198
0,2456951.53475,10.73133
0,2456951.53718,10.72905
0,2456951.548763,10.71843
0,2456951.561117,10.7195
0,2456651.355772,10.73035
0,2456951.570417,10.73688
0,2456951.572872,10.73494
0,2456651.361103,10.72495
0,2456951.582178,10.72528
0,2456951.584656,10.72408
0,2456651.372371,10.73483
0,2456951.596199,10.723
0,2456651.384432,10.71993
0,2456652.34823,10.73398
0,2456652.355057,10.73351
0,2456652.36043,10.72876
0,2456652.371618,10.73483
0,2456652.376961,10.73082
0,2456652.38598,10.73776
0,2456652.409765,10.7399
0,2456652.423268,10.74258
0,2456652.42801,10.74473
0,2455572.309786,10.72191
0,2455572.318584,10.71768
0,2456653.342266,10.74591
0,2456653.349754,10.73699
0,2456653.361035,10.7478
0,2456953.580303,10.75062
0,2456653.366366,10.74006
0,2456653.378441,10.74569
0,2456653.390551,10.74229
0,2456653.399609,10.7482
0,2456653.404956,10.74457
0,2456653.41618,10.75289
0,2456653.420932,10.74448
0,2456293.328625,10.74404
0,2455573.309441,10.72509
0,2455573.318185,10.74199
0,2455573.329758,10.73166
0,2455573.343896,10.73472
0,2455573.357988,10.73227
0,2457014.389556,10.77623
0,2457014.399014,10.76891
0,2455573.372111,10.72791
0,2457014.411765,10.77305
0,2457014.421228,10.77756
0,2457014.426275,10.76666
0,2456954.515292,10.77478
0,2456954.527192,10.76617
0,2456954.536495,10.76579
0,2456954.538939,10.76705
0,2456954.551299,10.77009
0,2456654.358292,10.76846
0,2456954.575498,10.76455
0,2456954.584788,10.76853
0,2456954.589621,10.76076
0,2456654.3758,10.77028
0,2456654.387859,10.76095
0,2456954.603525,10.77491
0,2456654.397007,10.76797
0,2456654.402391,10.7569
0,2456654.413636,10.76159
0,2456654.418352,10.7625
0,2456594.510877,10.78183
0,2456594.517625,10.76243
0,2456594.522787,10.78277
0,2456594.53175,10.77168
0,2456594.536917,10.7818
0,2456294.32499,10.75519
0,2456594.543681,10.76816
0,2456294.331648,10.76525
0,2456594.548863,10.77875
0,2456294.338974,10.75428
0,2456594.555635,10.77997
0,2456594.560817,10.78509
0,2456294.347858,10.76489
0,2456594.567598,10.77738
0,2456294.357433,10.77523
0,2456594.572764,10.78005
0,2456594.579561,10.78064
0,2456594.581841,10.78053
0,2456594.588624,10.78181
0,2456294.380405,10.75481
0,2455574.308162,10.75188
0,2455574.316906,10.74925
0,2457015.358291,10.78049
0,2457015.370376,10.77197
0,2457015.373004,10.76876
0,2457015.385418,10.78402
0,2457015.387986,10.7744
0,2457015.397345,10.766
0,2457015.400027,10.77141
0,2457015.409403,10.78396
0,2457015.423525,10.77421
0,2457015.43598,10.77468
0,2455514.469745,10.77404
0,2455514.485788,10.78273
0,2455514.500479,10.7799
0,2455514.516538,10.76968
0,2455514.532592,10.776
0,2456655.35196,10.7759
0,2455514.546555,10.77565
0,2456655.363208,10.77698
0,2456655.400526,10.78303
0,2456655.405399,10.78019
0,2456595.50028,10.78652
0,2456595.507566,10.79012
0,2456595.535032,10.79252
0,2456595.540205,10.78872
0,2456595.549166,10.79641
0,2456295.340853,10.78376
0,2456595.561042,10.78666
0,2456295.349712,10.79119
0,2456595.569972,10.79681
0,2456595.572293,10.79447
0,2456295.36599,10.7836
0,2456595.581205,10.78758
0,2456595.583515,10.77984
0,2456295.37557,10.78473
0,2456295.38229,10.78003
0,2456295.396059,10.78789
0,2456295.404925,10.78532
0,2457016.35963,10.78716
0,2457016.362211,10.78004
0,2457016.383793,10.78992
0,2457016.396394,10.78533
0,2457016.40838,10.79158
0,2457016.419946,10.79035
0,2457016.424867,10.78685
0,2455515.457605,10.78411
0,2455515.489593,10.78852
0,2455515.505654,10.79197
0,2456656.335796,10.78213
0,2456656.342695,10.79228
0,2456656.348083,10.78141
0,2455515.537868,10.77558
0,2456656.359313,10.79113
0,2456656.36466,10.78684
0,2456656.373765,10.79033
0,2456656.385948,10.78519
0,2456656.394971,10.7845
0,2456656.402429,10.78988
0,2456656.415909,10.79152
0,2456656.420656,10.79924
0,2456296.317497,10.79701
0,2456296.326971,10.78817
0,2456296.333667,10.80552
0,2456296.341036,10.79363
0,2456296.349979,10.79643
0,2456296.359634,10.79464
0,2456296.366356,10.79865
0,2456296.376011,10.80091
0,2456296.382754,10.79583
0,2456296.396609,10.79023
0,2456296.405521,10.78686
0,2457017.344778,10.797
0,2457017.347355,10.77738
0,2457017.354457,10.78046
0,2457017.357119,10.77992
0,2457017.36888,10.78708
0,2457017.371455,10.78199
0,2457017.38081,10.79185
0,2457017.402735,10.7956
0,2457017.405322,10.79809
0,2457017.416949,10.7855
0,2457017.423539,10.79935
0,2456957.507131,10.78362
0,2456957.509579,10.78437
0,2456957.516656,10.79327
0,2456957.519085,10.78824
0,2456957.533412,10.78586
0,2456957.535968,10.79183
0,2456957.557307,10.78958
0,2456657.423195,10.79607
0,2456657.439866,10.79467
0,2456657.452059,10.79215
0,2456657.457412,10.7932
0,2456657.471888,10.79671
0,2456657.480958,10.79047
0,2456657.485708,10.79361
0,2456657.499295,10.7896
0,2456297.315898,10.80639
0,2456297.325341,10.7946
0,2456297.332025,10.79604
0,2456297.339367,10.81401
0,2456297.348258,10.80396
0,2456297.357861,10.79691
0,2456297.364606,10.79242
0,2456297.374221,10.81146
0,2456297.380943,10.80053
0,2456297.392657,10.80633
0,2456297.403791,10.80304
0,2456658.326046,10.80725
0,2456658.338642,10.79866
0,2456658.355933,10.80674
0,2456658.36528,10.80532
0,2456658.370773,10.79865
0,2456658.380093,10.8061
0,2456658.392564,10.79752
0,2456658.406471,10.80209
0,2456658.41136,10.79683
0,2456298.311397,10.80646
0,2456298.320163,10.79323
0,2456298.336361,10.79275
0,2456298.345965,10.79589
0,2456298.362303,10.79279
0,2456298.38069,10.79674
0,2456298.399155,10.79435
0,2455518.470302,10.79532
0,2455518.481852,10.80008
0,2456659.326855,10.79348
0,2456959.541262,10.79514
0,2456659.346179,10.79136
0,2456659.35171,10.79322
0,2456959.568049,10.79925
0,2456959.572866,10.79064
0,2456659.36421,10.79791
0,2456659.369754,10.79409
0,2456659.379112,10.79005
0,2456659.39158,10.78693
0,2456659.405516,10.79459
0,2456659.410469,10.79033
0,2456599.491016,10.80781
0,2456599.497776,10.80817
0,2456599.507372,10.80792
0,2456599.518528,10.81138
0,2456599.523712,10.8102
0,2456299.31077,10.80344
0,2456299.312874,10.80101
0,2456599.532676,10.81202
0,2456299.319525,10.8019
0,2456299.326872,10.80617
0,2456299.335736,10.80795
0,2456599.551933,10.80652
0,2456599.5676,10.80745
0,2456299.361625,10.80637
0,2456299.368328,10.80121
0,2456299.38001,10.8054
0,2456299.39114,10.80495
0,2456299.40075,10.80221
0,2456239.501048,10.79178
0,2456239.510846,10.80995
0,2456239.522638,10.79164
0,2456239.529425,10.79772
0,2455519.45901,10.80159
0,2455519.472806,10.80883
0,2455519.485266,10.80996
0,2455519.499283,10.79738
0,2456660.325781,10.77729
0,2455519.513312,10.78846
0,2456660.333425,10.78748
0,2456660.33919,10.77924
0,2455519.529492,10.79588
0,2456660.351628,10.7742
0,2456660.357586,10.78635
0,2456660.367672,10.79014
0,2456660.373818,10.77856
0,2456660.38401,10.78574
0,2456660.39968,10.7747
0,2456600.48835,10.79428
0,2456600.495133,10.7922
0,2456600.500337,10.79899
0,2456600.511546,10.80615
0,2456300.306372,10.80321
0,2456300.308464,10.80115
0,2456600.523431,10.79213
0,2456300.315118,10.78888
0,2456300.317218,10.79436
0,2456600.532462,10.80268
0,2456600.537657,10.80331
0,2456300.323917,10.80083
0,2456600.546586,10.80228
0,2456600.553929,10.79852
0,2456300.349809,10.79873
0,2456600.567277,10.79682
0,2456300.35654,10.80554
0,2456600.57189,10.79498
0,2456300.366153,10.78708
0,2456300.372882,10.78826
0,2456300.384611,10.80411
0,2456300.395743,10.79291
0,2456240.477701,10.79562
0,2456240.500448,10.78783
0,2456240.522624,10.79657
0,2456240.53251,10.78521
0,2456240.539266,10.79373
0,2456240.55371,10.78896
0,2456240.560453,10.78006
0,2456661.318232,10.76394
0,2456661.32582,10.76607
0,2456661.335059,10.76926
0,2456661.340387,10.75463
0,2456661.352029,10.77921
0,2456661.357374,10.758
0,2456661.366667,10.75899
0,2456661.372005,10.79564
0,2456661.409644,10.7603
0,2456601.487126,10.7789
0,2456601.493877,10.78704
0,2456601.49909,10.77737
0,2456601.510294,10.78657
0,2456301.307114,10.77663
0,2456601.522176,10.77392
0,2456301.309215,10.78109
0,2456301.315862,10.78056
0,2456601.53119,10.78285
0,2456601.536382,10.78335
0,2456301.326879,10.78243
0,2456301.334259,10.78257
0,2456601.552704,10.78014
0,2456301.340997,10.78314
0,2456601.565993,10.78227
0,2456601.570602,10.7815
0,2456301.35735,10.8021
0,2456301.366969,10.77851
0,2456301.3759,10.78395
0,2456301.387626,10.78826
0,2456541.645785,10.78784
0,2456602.484117,10.76613
0,2456602.490881,10.74954
0,2456602.496053,10.7627
0,2456602.507177,10.77214
0,2456602.519063,10.76354
0,2456302.307143,10.77234
0,2456302.313782,10.76883
0,2456602.527976,10.76955
0,2456302.315879,10.7766
0,2456602.533157,10.7732
0,2456302.324771,10.77473
0,2456602.542072,10.77661
0,2456602.549338,10.782
0,2456602.567344,10.76929
0,2456302.390657,10.78736
0,2456242.471274,10.77369
0,2456242.478019,10.78324
0,2456242.48544,10.77912
0,2456242.494386,10.78653
0,2456242.506209,10.78696
0,2456242.513003,10.78575
0,2456242.522757,10.77738
0,2456242.529558,10.7872
0,2456242.541367,10.78879
0,2456242.552544,10.78595
0,2456663.350884,10.74299
